Paleon testate calibration dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Revised, 25 March 2017 (went back to count data, made a few taxonomic corrections and deleted samples with less than 50 counts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All samples with greater than 50 individuals counted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,STUDY,Peatland,Peatland type,Location (lat/long: dec),,,,WTD (cm),pH,TOTAL COUNT,ampfla,ampwri,arcart,arccat,arccre,arcdis,arcgib,archem,arcvul,assmus,asssem,bulind,cenacu,cencas,ceneco,cenpla,cortri,cryovi,crysac,cycarc,cyckah,cypamp,difacu,difbaf,difbac,difglo,diflei,difluc,difobl,difovi,difpri,difpul,difrub,difurc,eugcri,eugrot,eugstr,eugtub,helpet,helros,helsph,helsyl,hyaele,hyamin,hyapap,hyasub,lesspp,nebbar,nebcar,nebcol,nebfla,nebgal,nebgri,nebmar,nebmil,nebpen,nebret/lon,nebtin,nebtub,nebvit,nebwai,parirr,phracr,plalen,plaspi,placal,pontsp,psefas,pseful,quasym,sphlen,traden,triarc,trimin
TI2,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,16,4.2,142,0,0,0,0,0,0,0,0,0,22,7,0,7,9,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,1,1,0,0,2,17,3,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6
TI3,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,0,4.21,73,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,7,1,4,0,0,0,4,0,0,0,6,1,0,0,0,3,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0
TI4,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,3.6,4.25,176,0,0,0,0,0,0,0,0,0,12,0,0,7,2,0,4,7,1,0,9,0,0,0,0,0,13,0,4,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,2,0,2,12,22,0
TI5,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,15.7,4.15,146,0,0,1,0,0,0,0,0,0,12,2,0,1,8,41,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,2,1,0,3,0,26,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
TI6,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,13.8,4.16,140,0,0,0,0,0,1,0,1,0,5,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0,13,0,44,0,0,0,0,26,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
TI7,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,11.2,4.17,171,0,0,0,1,0,2,0,0,0,15,4,0,1,9,7,0,5,0,0,15,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,37,0,13,0,0,1,0,27,0,0,4,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,1,0,0,0,6,0
TI8,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,9.8,4.5,147,0,0,0,0,0,0,0,0,0,2,1,0,3,18,23,0,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,0,9,0,5,0,15,0,0,0,0,37,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TI9,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,1.8,5.02,149,0,0,0,0,0,0,0,0,0,3,1,0,10,9,0,2,6,0,0,16,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,4,0,0,0,3,1,0,0,0,27,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0
TI10,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,24.9,3.91,153,0,0,0,0,0,0,0,0,0,75,1,0,2,0,0,0,27,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
TI11,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,0,5.04,160,1,0,0,0,0,4,0,2,0,1,0,0,1,0,0,0,10,0,0,2,0,0,1,0,0,2,0,0,0,0,5,106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,0,0
TI12,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,1.6,4.01,150,0,1,0,0,0,15,0,0,0,3,0,0,0,1,2,0,5,0,0,12,0,0,0,0,0,6,0,23,0,0,0,2,0,0,0,6,1,0,0,0,1,0,2,0,0,9,0,0,0,12,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
TI13,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,12.7,4.03,147,0,0,0,2,0,0,0,0,0,2,0,0,2,2,6,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,10,0,55,2,0,0,0,0,1,0,4,0,18,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
TI14,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,12.5,3.24,146,0,0,0,0,0,0,0,0,0,6,0,0,0,1,30,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,87,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TI15,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,11.7,4.06,147,0,0,2,0,0,0,0,0,0,11,3,0,0,10,3,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,3,0,32,0,3,3,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
TI16,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,13.6,4.45,196,0,0,0,0,0,0,0,0,0,10,4,0,1,25,0,13,18,0,0,43,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,3,0,1,0,3,0,5,0,2,8,0,0,0,0,0,0,1,0,22,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
TI17,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,8.5,4.41,146,0,0,0,0,0,0,0,0,0,8,3,0,0,2,0,1,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,23,0,2,0,2,1,0,0,0,60,0,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0
TI18,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,14.4,4.41,153,0,0,0,0,0,0,0,0,0,11,10,0,0,3,40,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,14,2,9,0,0,0,0,36,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TI19,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,16.6,4,168,0,0,0,0,0,0,0,0,0,29,3,0,0,5,2,0,38,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,10,0,0,0,0,14,0,4,6,0,0,0,0,0,0,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
TI20,"Pennsylvania (Sullivan & Booth, in prep)","Titus Peatland, PA",,41.952,-75.266,,,3.2,4.12,149,0,0,1,0,0,3,0,0,0,7,0,1,0,3,0,12,11,0,0,7,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,3,2,0,0,1,0,2,0,0,26,0,0,0,14,0,0,17,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,19,0
TA1,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,25,4.3,172,1,0,0,2,0,0,0,0,0,78,3,0,1,3,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,0,1,6,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
TA2,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,24,4.17,184,0,0,0,2,0,0,0,0,0,72,6,0,5,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA3,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,23,4.24,151,0,0,0,0,0,2,0,0,0,18,3,0,5,1,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,36,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TA4,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,16,4.23,171,0,0,0,3,0,0,0,0,0,63,1,0,33,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,4,0,0,0,5,1,12,1,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
TA5,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,27.5,4.21,197,0,0,0,3,0,1,0,0,0,25,2,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,7,0,0,0,40,0,4,16,0,0,0,0,0,0,0,0,37,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
TA6,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,12,4.44,160,0,0,1,4,0,1,0,0,0,42,4,0,2,10,0,0,11,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,9,2,7,1,0,1,2,0,0,0,0,0,0,0,0,36,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TA7,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,27,4.23,150,0,0,0,0,0,0,0,0,0,22,3,0,1,1,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,26,0,0,31,0,0,3,0,0,0,0,0,0,0,6,0,0,0,1,0
TA8,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,29,4.15,179,0,0,0,1,0,0,0,0,0,63,5,0,14,3,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,3,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TA9,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,28,4.45,183,24,0,0,0,0,0,0,0,0,14,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,2,11,0,83,0,0,0,0,0,10,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TA10,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,14,4.35,161,5,0,0,0,0,0,0,0,0,51,2,0,2,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,9,0,0,0,2,0,49,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TA11,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,16.5,4.67,164,1,0,0,3,0,2,0,0,1,44,6,0,18,32,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA12,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,20.5,4.51,154,10,0,1,2,0,5,0,0,0,3,1,0,1,1,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,1,5,0,84,8,0,0,0,0,2,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA13,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,13,4.5,195,0,0,0,4,0,2,0,0,0,28,3,0,27,31,1,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,1,1,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,19,2,0
TA15,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,27,4.46,154,0,0,0,1,0,1,0,0,0,50,0,0,7,0,37,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,6,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
TA16,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,14,4.62,149,0,0,0,16,0,4,0,0,0,31,0,0,10,3,8,0,30,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,1,0,0,0,25,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA17,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,25,4.55,149,2,0,0,38,0,3,0,0,1,18,1,0,1,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,2,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA18,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,23.5,4.71,151,0,0,0,1,0,0,0,0,0,18,0,0,7,2,10,0,27,4,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,4,2,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
TA19,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,19.5,4.59,153,0,0,0,13,0,0,0,0,0,48,0,0,13,12,15,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,11,0,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TA20,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,17,4.57,152,8,0,0,1,0,2,0,0,0,17,1,0,4,0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0,11,0,68,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TA21,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,34.5,4.78,149,0,0,0,0,0,1,0,0,0,17,1,0,24,2,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,2,0,15,0,0,0,3,0,0,0,0,0,0,0,0,26,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0
TA22,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,27,4.87,159,0,0,0,0,0,0,0,0,0,26,0,0,0,13,0,0,12,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,4,0,0,0,1,0,0,0,7,0,0,0,0,32,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA23,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,22,4.79,138,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,18,0,18,0,28,3,0,0,0,2,0,0,0,0,2,0,0,16,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0
TA24,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,25.5,4.9,151,0,0,0,5,0,3,0,0,0,16,0,0,8,39,0,0,3,3,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,1,2,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
TA25,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,26,4.69,149,0,0,0,5,0,3,0,0,0,38,2,0,26,10,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,15,0,3,1,3,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA26,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,31.5,4.64,151,0,0,0,1,0,1,0,0,0,17,0,0,16,3,1,0,3,1,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,15,0,3,7,0,0,0,0,3,4,0,0,0,0,27,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
TA27,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,16.5,4.35,155,0,0,0,10,0,0,0,0,0,70,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,19,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
TA28,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,-16.5,4.63,146,0,0,0,0,0,34,0,0,0,7,0,0,2,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,1,0,0,1,17,0,0,15,0,0,0,0,0,0,4,0,26,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
TA29,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,12.5,4.31,161,0,0,0,13,0,0,0,0,0,43,4,0,1,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA30,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,11,4.48,151,0,0,0,13,0,0,0,0,0,22,1,0,19,2,0,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,1,0,14,0,25,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TA31,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,16,4.35,151,0,1,0,1,0,0,0,0,0,56,0,0,2,0,0,0,8,38,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
TA33,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,11,4.33,176,1,0,0,1,0,0,0,0,0,22,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,0,1,0,42,0,40,0,0,0,0,0,0,0,0,0,19,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
TA34,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,0,4.35,150,0,0,0,2,0,33,0,0,0,12,0,0,3,0,0,1,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,6,0,0,5,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TA35,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,2,4.37,153,7,0,0,0,0,32,0,2,9,14,1,0,3,0,0,0,5,0,0,8,0,0,0,0,17,1,0,0,0,0,0,1,1,0,0,2,14,4,0,0,0,1,7,0,8,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA36,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,-6,4.33,150,2,0,0,0,0,81,0,0,4,4,0,0,2,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,0,1,0,1,1,0,0,23,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
TA37,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,-4,4.4,121,0,0,0,0,0,33,0,0,9,8,1,0,1,0,0,0,9,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,5,0,1,24,0,0,0,0,0,0,2,0,9,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0
TA38,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,-6,4.51,169,0,0,0,0,0,145,0,1,2,2,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA39,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,0,4.24,202,1,0,0,0,0,17,0,0,16,5,1,0,0,1,0,0,3,5,0,0,0,0,0,0,11,0,0,2,0,0,0,3,0,0,0,1,13,0,0,0,0,0,1,0,2,12,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,101,0,0,0,1,0
TA40,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,9,4.2,159,11,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,2,6,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,18,6,0,0,2,0,16,0,9,0,0,0,0,6,0,0,0,0,4,0,0,28,0,0,0,0,0,0,5,0,0,0,24,0,0,0,0,0
TA41,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,9,4.58,152,0,0,0,0,0,2,0,0,0,6,0,0,3,0,0,0,9,7,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,26,0,5,2,2,8,3,0,21,1,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
TA42,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,5.5,4.64,171,0,0,0,0,0,8,0,0,0,18,1,0,3,1,0,0,35,34,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,9,0,1,0,0,0,13,0,8,2,0,0,0,4,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0
TA43,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,0,5.01,100,0,0,0,0,0,16,0,0,0,0,0,0,5,4,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,44,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
TA44,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,-4,5.11,153,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,3,4,0,0,15,0,0,0,0,0,0,0,1,0,0,12,2,1,0,0,2,1,1,5,1,0,0,1,0,1,23,0,3,0,0,0,0,0,0,18,0,0,7,0,0,3,0,0,0,0,0,0,0,24,5,0,2,2,0
TA45,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,25,4.79,151,0,0,0,0,0,0,0,0,0,7,2,0,3,6,0,0,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,1,1,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
