Paleon testate calibration dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Revised, 25 March 2017 (went back to count data, made a few taxonomic corrections and deleted samples with less than 50 counts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All samples with greater than 50 individuals counted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,STUDY,Peatland,Peatland type,Location (lat/long: dec),,,,WTD (cm),pH,TOTAL COUNT,ampfla,ampwri,arcart,arccat,arccre,arcdis,arcgib,archem,arcvul,assmus,asssem,bulind,cenacu,cencas,ceneco,cenpla,cortri,cryovi,crysac,cycarc,cyckah,cypamp,difacu,difbaf,difbac,difglo,diflei,difluc,difobl,difovi,difpri,difpul,difrub,difurc,eugcri,eugrot,eugstr,eugtub,helpet,helros,helsph,helsyl,hyaele,hyamin,hyapap,hyasub,lesspp,nebbar,nebcar,nebcol,nebfla,nebgal,nebgri,nebmar,nebmil,nebpen,nebret/lon,nebtin,nebtub,nebvit,nebwai,parirr,phracr,plalen,plaspi,placal,pontsp,psefas,pseful,quasym,sphlen,traden,triarc,trimin
EL04,Booth 2008,Ely Bog,Raised bog,47,26.763,-92,26.197,36,3.44,87,0,0,1,0,0,0,0,0,0,48,9,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
EL05,Booth 2008,Ely Bog,Raised bog,47,26.764,-92,26.19,20,3.52,166,0,0,0,0,0,0,0,0,0,22,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,81,0,19,0,0,0,0,0,0,0,11,0,9,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
EL07,Booth 2008,Ely Bog,Raised bog,47,26.764,-92,26.171,30.5,3.47,145,0,0,0,2,0,0,0,0,0,7,12,1,2,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,7,36,0,10,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
EL09,Booth 2008,Ely Bog,Raised bog,47,26.763,-92,26.148,0,3.94,147,3,16,2,0,0,0,0,0,0,17,4,1,1,4,0,3,1,0,0,0,0,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,4,12,0,3,15,0,0,0,9,0,0,0,0,12,0,0,2,1,1,0,0,11,0,1,0,0,2,0,6,0,0,0,0,0,0,0,5,0
EL12,Booth 2008,Ely Bog,Raised bog,47,26.766,-92,26.128,8,4.04,156,3,1,0,0,0,0,0,0,0,20,6,0,0,21,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,2,0,10,0,0,0,0,15,0,0,1,0,9,0,0,35,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
EL14,Booth 2008,Ely Bog,Raised bog,47,26.77,-92,26.117,18,3.72,157,0,0,2,1,0,0,0,0,0,16,1,1,9,3,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,12,6,22,1,0,0,0,0,0,18,0,0,14,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
EL15,Booth 2008,Ely Bog,Raised bog,47,26.771,-92,26.116,3,4.07,157,11,31,0,1,0,0,0,0,2,5,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,19,0,13,0,0,0,0,5,0,0,5,0,16,0,0,23,0,2,0,0,4,0,9,0,0,0,0,0,0,0,1,0
EL17,Booth 2008,Ely Bog,Raised bog,47,26.776,-92,26.112,1.5,3.89,149,3,13,0,0,0,0,0,0,0,10,5,1,2,3,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,10,4,2,6,2,5,0,8,0,0,0,0,7,0,0,20,0,7,0,0,18,0,3,0,0,4,0,5,0,0,0,0,0,0,0,3,0
GR01,Booth 2008,Grimes Peatland,Kettle,46,16.539,-86,38.947,9,3.85,160,15,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23,0,79,0,2,0,0,0,0,3,0,0,18,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
GR02,Booth 2008,Grimes Peatland,Kettle,46,16.538,-86,38.967,5.5,3.92,277,1,0,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,196,0,0,1,0,0,0,12,0,0,23,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0
GR03,Booth 2008,Grimes Peatland,Kettle,46,16.537,-86,38.966,9,3.84,162,24,0,0,0,0,9,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,39,0,0,0,0,1,0,0,6,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GR04,Booth 2008,Grimes Peatland,Kettle,46,16.537,-86,38.975,33,3.68,147,0,0,0,1,0,0,0,0,0,33,0,1,2,1,7,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
GR05,Booth 2008,Grimes Peatland,Kettle,46,16.537,-86,38.981,27.5,3.81,154,0,0,19,0,0,0,0,0,0,8,0,2,8,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
GR06,Booth 2008,Grimes Peatland,Kettle,46,16.537,-86,38.982,4.4,4.04,160,30,1,0,0,0,36,0,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GR07,Booth 2008,Grimes Peatland,Kettle,46,16.536,-86,38.993,32.5,3.66,150,0,0,0,14,0,0,0,0,0,17,6,7,5,11,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0
GR08,Booth 2008,Grimes Peatland,Kettle,46,16.536,-86,38.999,5,4.06,158,11,1,0,0,1,15,0,0,11,2,0,0,0,2,0,6,1,0,0,0,0,0,1,0,3,32,1,5,0,0,0,0,0,0,0,0,2,4,0,0,2,0,11,0,22,2,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GR09,Booth 2008,Grimes Peatland,Kettle,46,16.535,-86,39.009,17,3.77,155,9,0,1,10,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,26,0,52,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR10,Booth 2008,Grimes Peatland,Kettle,46,16.534,-86,39.032,33,3.7,153,0,0,0,4,0,0,0,0,0,52,19,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
HE01,Booth 2008,Big Red Pine Peatland,Kettle,46,15.204,-86,37.376,6,3.97,163,12,0,1,0,0,0,0,0,0,7,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,75,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0
HE02,Booth 2008,Big Red Pine Peatland,Kettle,46,15.203,-86,37.374,18,3.81,161,0,0,0,1,0,0,0,0,0,36,11,0,7,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,50,0,0,0,0,0,0,2,0,0,0,0,2,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
HE03,Booth 2008,Big Red Pine Peatland,Kettle,46,15.201,-86,37.37,10,3.73,166,0,0,4,0,0,1,0,0,0,11,7,7,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,18,0,0,0,0,0,0,73,0,0,6,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
HE04,Booth 2008,Big Red Pine Peatland,Kettle,46,15.196,-86,37.364,26,3.72,80,0,0,0,0,0,0,0,0,0,45,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HE05,Booth 2008,Big Red Pine Peatland,Kettle,46,15.195,-86,37.364,1,4.04,151,0,0,0,0,0,4,0,0,0,11,6,2,1,2,0,1,1,0,0,0,0,0,0,0,3,28,0,6,1,0,0,0,0,0,0,2,20,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,26,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
HE06,Booth 2008,Big Red Pine Peatland,Kettle,46,15.195,-86,37.362,17.5,3.82,151,0,0,3,6,0,9,0,0,0,22,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,55,0,2,0,0,0,0,0,0,0,22,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HE07,Booth 2008,Big Red Pine Peatland,Kettle,46,15.194,-86,37.362,8,4.09,150,0,0,0,1,0,10,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,42,1,4,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HE08,Booth 2008,Big Red Pine Peatland,Kettle,46,15.189,-86,37.363,1,4.06,159,0,0,0,0,0,25,0,0,2,9,5,1,0,4,0,1,2,0,0,0,0,0,0,0,14,28,6,8,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HE09,Booth 2008,Big Red Pine Peatland,Kettle,46,15.189,-86,37.363,2,4.1,165,0,0,0,15,0,0,0,0,0,35,19,1,24,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
HE10,Booth 2008,Big Red Pine Peatland,Kettle,46,15.182,-86,37.36,52.5,3.84,154,0,0,0,0,0,0,0,0,0,84,20,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,8
HL01,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.976,-94,14.968,6,3.75,166,60,2,1,0,0,4,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,3,2,1,0,0,0,0,0,0,0,0,7,1,1,18,0,8,0,11,0,0,0,0,3,0,0,1,0,3,0,0,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
HL02,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.979,-94,14.964,40,3.56,156,0,0,0,6,0,0,0,0,0,107,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
HL03,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.984,-94,14.959,8.5,3.72,148,12,0,2,0,0,0,0,0,0,29,6,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,14,0,3,0,0,0,0,1,0,0,5,0,4,0,0,47,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HL04,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.988,-94,14.955,39.5,3.58,81,0,0,2,3,0,0,0,0,0,24,24,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
HL05,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.99,-94,14.954,11,3.74,170,49,0,1,0,0,1,0,0,0,7,3,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,19,0,51,0,0,0,0,2,0,0,1,0,9,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
HL06,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.993,-94,14.949,6,3.81,150,65,0,2,0,0,21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,28,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
HL07,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.996,-94,14.945,21.5,3.72,153,2,0,0,0,0,0,0,0,0,38,13,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,14,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
HL08,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.997,-94,14.944,2.5,3.75,176,86,0,1,1,0,3,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,6,0,34,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HL09,Booth 2008,Hole-in-bog Peatland,Raised bog,47,17.999,-94,14.944,23,3.78,156,1,0,2,0,0,0,0,0,0,46,9,2,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,3,24,0,1,0,0,0,0,2,0,0,8,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
HL11,Booth 2008,Hole-in-bog Peatland,Raised bog,47,18.002,-94,14.939,8,3.66,214,117,6,1,1,0,5,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,38,0,0,0,0,1,0,0,4,0,6,0,0,5,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
HL12,Booth 2008,Hole-in-bog Peatland,Raised bog,47,18.003,-94,14.938,52,3.66,95,0,0,0,0,0,0,0,0,0,76,11,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
HL13,Booth 2008,Hole-in-bog Peatland,Raised bog,47,18.006,-94,14.935,-3.666666667,3.87,152,58,0,2,0,0,25,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,6,0,21,0,0,0,0,1,0,0,0,0,9,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
HL14,Booth 2008,Hole-in-bog Peatland,Raised bog,47,18.007,-94,14.933,15.5,3.83,160,71,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,0,7,0,27,0,0,0,0,0,0,0,1,0,4,0,0,24,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0
HL18,Booth 2008,Hole-in-bog Peatland,Raised bog,47,18.018,-94,14.924,7.5,3.81,158,55,8,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,5,1,0,0,0,0,0,0,0,0,1,5,0,0,1,2,7,0,15,0,0,0,0,0,0,0,0,0,8,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HO01,Booth 2008,Hornet Peatland,Kettle,46,4.588,-92,7.185,7.5,3.78,151,0,0,0,0,0,17,0,1,4,20,1,0,6,3,0,1,1,0,0,0,0,0,1,0,15,8,2,0,0,0,0,0,0,0,0,0,0,9,1,0,2,1,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HO02,Booth 2008,Hornet Peatland,Kettle,46,4.59,-92,7.191,7.5,3.87,201,17,0,0,0,0,2,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,42,0,53,0,0,0,0,0,0,0,1,0,1,0,0,40,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
HO03,Booth 2008,Hornet Peatland,Kettle,46,4.591,-92,7.195,15,3.79,152,53,0,0,0,0,2,0,0,0,7,4,2,3,0,3,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,26,0,15,0,0,0,0,0,0,0,1,0,7,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0
HO04,Booth 2008,Hornet Peatland,Kettle,46,4.59,-92,7.198,40,3.63,152,0,0,0,0,0,0,0,0,0,19,3,2,1,5,8,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
HO05,Booth 2008,Hornet Peatland,Kettle,46,4.591,-92,7.202,-0.5,3.98,158,4,0,0,0,18,21,0,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HO06,Booth 2008,Hornet Peatland,Kettle,46,4.593,-92,7.205,-1.333333333,3.95,140,1,0,0,0,1,36,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,59,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HO07,Booth 2008,Hornet Peatland,Kettle,46,4.593,-92,7.207,27.5,3.81,167,10,0,2,0,0,0,0,0,0,5,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,109,1,0,0,0,0,0,0,0,0,1,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HO08,Booth 2008,Hornet Peatland,Kettle,46,4.593,-92,7.215,-4.833333333,4.08,153,0,0,0,0,6,33,0,1,29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
HO09,Booth 2008,Hornet Peatland,Kettle,46,4.593,-92,7.216,28,3.8,158,0,0,0,0,0,0,0,0,0,25,2,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,86,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
HO10,Booth 2008,Hornet Peatland,Kettle,46,4.594,-92,7.221,28,3.61,155,0,0,0,0,0,0,0,0,0,49,3,0,1,3,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,6,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
HO11,Booth 2008,Hornet Peatland,Kettle,46,4.594,-92,7.223,39.5,3.64,146,0,0,5,3,0,0,0,0,0,47,5,0,13,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
HO12,Booth 2008,Hornet Peatland,Kettle,46,4.595,-92,7.225,-5,4.18,74,0,2,0,1,3,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO13,Booth 2008,Hornet Peatland,Kettle,46,4.595,-92,7.227,13.5,3.97,152,27,0,3,2,0,1,0,0,0,6,4,0,2,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,52,0,0,0,0,0,0,23,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
HO14,Booth 2008,Hornet Peatland,Kettle,46,4.594,-92,7.229,5.5,4.05,154,9,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,0,0,0,26,0,0,34,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
HO15,Booth 2008,Hornet Peatland,Kettle,46,4.594,-92,7.234,30.5,3.76,154,0,0,0,1,0,0,0,0,0,39,7,0,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,36,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
IC01,Booth 2008,Island Camp Peatland,Kettle,46,16.301,-86,38.863,-2.25,4.05,162,0,0,0,0,0,2,0,0,10,13,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,80,2,9,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0
IC02,Booth 2008,Island Camp Peatland,Kettle,46,16.299,-86,38.856,33,3.79,80,0,0,0,0,0,0,0,0,0,12,0,1,3,11,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
IC03,Booth 2008,Island Camp Peatland,Kettle,46,16.297,-86,38.854,32.5,3.89,76,0,0,0,0,0,0,0,0,0,13,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
IC05,Booth 2008,Island Camp Peatland,Kettle,46,16.293,-86,38.843,29,3.89,115,0,0,0,1,0,0,0,0,0,28,1,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,23,0,13,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC06,Booth 2008,Island Camp Peatland,Kettle,46,16.292,-86,38.841,4,4.15,159,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,7,0,0,0,0,0,0,0,1,5,6,0,0,0,0,13,0,14,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
IC07,Booth 2008,Island Camp Peatland,Kettle,46,16.292,-86,38.835,0.5,4.23,157,0,0,1,0,0,2,0,0,2,3,0,0,3,0,0,1,1,0,0,2,0,0,0,0,4,30,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,15,0,7,2,0,0,0,2,0,0,35,0,0,0,0,30,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0
IC08,Booth 2008,Island Camp Peatland,Kettle,46,16.292,-86,38.832,15.5,3.89,206,1,0,1,1,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,140,0,9,0,0,0,0,4,0,0,14,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
IC09,Booth 2008,Island Camp Peatland,Kettle,46,16.292,-86,38.831,21,3.76,155,0,0,3,41,0,0,0,0,0,17,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,23,0,14,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
IC10,Booth 2008,Island Camp Peatland,Kettle,46,16.291,-86,38.821,38.5,3.69,140,0,0,0,0,0,0,0,0,0,19,0,18,4,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
